medcodeid	term	arrhythmia	arrhythmia_cat	arrhythmia_type	cvd	angina	angina_cat	angina_type	cad	cad_cat	cad_type	mi	mi_cat	sca	sca_cat	revascularisation	revascularisation_cat	nonspecificcvd	nonspecificcvd_cat	hf_cat	hf	confidence	stroke	catstroke	vte	dvt	dvt_cat	dvt_type	pulmonaryembolism	pulmonaryembolism_cat	cardiomyopathy	cardiomyopathy_cat	cardiomyopathy_type	pericarditis	pericarditis_cat	vhd	vhd_cat	pvd	pvd_cat	cvdgrouped
201771000006117	profundoplasty of femoral artery and patch repair of deep femoral artery				pvd																																	PVD	Diagnosis	1
206703015	right heart failure				hf															Heart failure	Heart failure																			1
20729015	essential paroxysmal tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
208365015	postoperative myocardial infarction				cad				CAD	Diagnosis	MI																													1
2115181000000110	coronary microvascular disease				cad				CAD	Diagnosis	Not specific																													1
2115781000000114	heart failure self-management plan review				hf															Disease management	Heart failure																			1
2115821000000118	stroke self-management plan review				stroke																	History	Stroke	History of																1
2117311000000111	angina self-management plan review				angina	Angina	Disease management	Stable angina																																1
2117731000000119	angina self-management plan agreed				cad				CAD	Diagnosis	Angina																													1
2117931000000116	heart failure self-management plan agreed				hf															Disease management	Heart failure																			1
2118011000000114	stroke self-management plan agreed				stroke																	History	Stroke	History of																1
212061000006119	postoperative transmural myocardial infarction of anterior wall				cad				CAD	Diagnosis	MI																													1
212071000006114	postoperative transmural myocardial infarction of inferior wall				mi							Myocardial infarction	Myocardial infarction																											1
212081000006112	postoperative transmural myocardial infarction other sites				mi							Myocardial infarction	Myocardial infarction																											1
212091000006110	postoperative transmural myocardial infarction unspec site				cad				CAD	Diagnosis	MI																													1
2122191000000110	education about deteriorating heart failure				hf															Possible HF	Heart failure																			1
2126181000000114	stroke annual review				stroke																	History	Stroke	History of																1
2127781000000110	stroke initial post discharge review				stroke																	History	Stroke	History of																1
2144741000000111	recurrent deep vein thrombosis				dvt																					DVT	Diagnosis	2.DVT other/NOS												1
2159197017	echocardiogram shows left ventricular systolic dysfunction				hf															Heart failure	Heart failure																			1
2159198010	echocardiogram shows left ventricular diastolic dysfunction				hf															Heart failure	Heart failure																			1
2160096015	coronary artery bypass graft occlusion				revascularisation											revascularisation	Diagnosis																							1
216183015	atrial fibrillation monitoring	arrhythmia	Disease management	Atrial fibrillation & flutter	arrhythmia																																			1
216184014	congestive heart failure monitoring				hf															Disease management	Heart failure																			1
216205019	deep vein thrombosis of leg related to air travel				vte																				1															1
216207010	left ventricular systolic dysfunction				hf															Heart failure	Heart failure																			1
2162148012	deep vein thrombosis				vte																				1															1
2162149016	deep venous thrombosis				vte																				1															1
2162216017	cardiovascular neurosis				cad				CAD	Diagnosis	Not specific																													1
2162422011	deep vein thrombosis of lower limb				vte																				1															1
216246012	referral to heart failure clinic				hf															Possible HF	Heart failure																			1
216351000006118	post infarction pericarditis				mi							Myocardial infarction	History of																											1
216571000006116	postoperative deep vein thrombosis				vte																				1															1
216591000006115	postoperative pulmonary embolus				pulmonaryembolism																								1	Diagnosis										1
218481000000111	cardiorespiratory arrest				cad				CAD	Diagnosis	SCA																													1
218511000000117	infarction - cerebral				stroke																	Diagnosis	Stroke	Ischaemic																1
218551000000118	deep vein thrombosis, leg				vte																				1															1
219521000000119	attack - heart				cad				CAD	Diagnosis	MI																													1
219531000000117	mi - acute myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
2196311000000112	amyloid cardiomyopathy				cardiomyopathy																										Cardiomyopathy	Diagnosis	Cardiomyopathy NOS							1
2197581000000114	atrial fibrillation care pathway	arrhythmia	Disease management	Atrial fibrillation & flutter	arrhythmia																																			1
2205951000000117	heart failure clinical pathway				hf															Possible HF	Heart failure																			1
2210191000000118	referral to angina plan self-management programme				cad				CAD	Diagnosis	Angina																													1
2210251000000115	referral to angina plan self-management programme declined				angina	Angina	Disease management	Stable angina																																1
2227501000000110	heart failure with preserved ejection fraction				hf															Heart failure	Heart failure																			1
2238261000000112	thrombosis of dialysis arteriovenous graft				dvt																					DVT	Diagnosis	2.DVT other/NOS												1
2238301000000119	thrombosis of dialysis arteriovenous fistula				dvt																					DVT														1
2238341000000116	thrombosis of dialysis arteriovenous shunt				vte																				1															1
223951000000112	heart diseases				cad				CAD	Diagnosis	Not specific																													1
223981000000118	cardiac failure nos				hf															Heart failure	Heart failure																			1
