prodcode	bnftext	ingredient	productname	class	extra	depression_drugs
40295	other antidepressants	agomelatine	valdoxan 25mg tablets (servier laboratories ltd)	Atypical		1
8585	tricyclic and related antidepressants	mianserin hydrochloride	bolvidon 30mg tablet (organon laboratories ltd)	Atypical		1
47363	tricyclic and related antidepressants	mianserin hydrochloride	mianserin 20mg tablet (berk pharmaceuticals ltd)	Atypical		1
4329	unknown	mianserin hydrochloride	mianserin 20mg tablets	Atypical		1
12192	tricyclic and related antidepressants	mianserin hydrochloride	norval 30mg tablet (bencard)	Atypical		1
8144	tricyclic and related antidepressants	mianserin hydrochloride	bolvidon 20mg tablet (organon laboratories ltd)	Atypical		1
6255	tricyclic and related antidepressants	mianserin hydrochloride	mianserin 30mg tablets	Atypical		1
3083	tricyclic and related antidepressants	mianserin hydrochloride	mianserin 10mg tablets	Atypical		1
11956	tricyclic and related antidepressants	mianserin hydrochloride	norval 20mg tablet (bencard)	Atypical		1
12368	tricyclic and related antidepressants	mianserin hydrochloride	norval 10mg tablet (bencard)	Atypical		1
7468	tricyclic and related antidepressants	mianserin hydrochloride	bolvidon 10mg tablet (organon laboratories ltd)	Atypical		1
6488	other antidepressants	mirtazapine	mirtazapine 30mg orodispersible tablets	Atypical		1
53699	other antidepressants	mirtazapine	mirtazapine 15mg tablets (accord healthcare ltd)	Atypical		1
58625	other antidepressants	mirtazapine	mirtazapine 45mg tablets (accord healthcare ltd)	Atypical		1
59954	other antidepressants	mirtazapine	mirtazapine 45mg tablets (almus pharmaceuticals ltd)	Atypical		1
43246	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (genus pharmaceuticals ltd)	Atypical		1
64223	other antidepressants	mirtazapine	mirtazapine 45mg tablets (teva uk ltd)	Atypical		1
6481	other antidepressants	mirtazapine	mirtazapine 45mg orodispersible tablets	Atypical		1
64101	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (accord healthcare ltd)	Atypical		1
59953	other antidepressants	mirtazapine	mirtazapine 15mg tablets (almus pharmaceuticals ltd)	Atypical		1
50892	other antidepressants	mirtazapine	zispin soltab 15mg orodispersible tablets (necessity supplies ltd)	Atypical		1
6854	other antidepressants	mirtazapine	mirtazapine 45mg tablets	Atypical		1
63403	other antidepressants	mirtazapine	mirtazapine 30mg tablets (teva uk ltd)	Atypical		1
66183	other antidepressants	mirtazapine	mirtazapine 15mg tablets (alliance healthcare (distribution) ltd)	Atypical		1
54644	other antidepressants	mirtazapine	mirtazapine 15mg tablets (pfizer ltd)	Atypical		1
68680	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (mawdsley-brooks & company ltd)	Atypical		1
47966	other antidepressants	mirtazapine	mirtazapine 15mg/ml oral solution sugar free (rosemont pharmaceuticals ltd)	Atypical		1
68052	other antidepressants	mirtazapine	mirtazapine 30mg orodispersible tablets (almus pharmaceuticals ltd)	Atypical		1
53321	other antidepressants	mirtazapine	mirtazapine 15mg/ml oral solution sugar free (a a h pharmaceuticals ltd)	Atypical		1
43256	other antidepressants	mirtazapine	mirtazapine 45mg orodispersible tablets (advanz pharma)	Atypical		1
48185	unknown	mirtazapine	mirtazapine 30mg orodispersible tablets (almus pharmaceuticals ltd)	Atypical		1
53543	other antidepressants	mirtazapine	zispin soltab 30mg orodispersible tablets (necessity supplies ltd)	Atypical		1
10083	other antidepressants	mirtazapine	zispin soltab 30mg orodispersible tablets (organon pharma (uk) ltd)	Atypical		1
69005	other antidepressants	mirtazapine	mirtazapine 30mg tablets (almus pharmaceuticals ltd)	Atypical		1
742	other antidepressants	mirtazapine	mirtazapine 30mg tablets	Atypical		1
71543	other antidepressants	mirtazapine	mirtazapine 30mg tablets (sigma pharmaceuticals plc)	Atypical		1
54792	other antidepressants	mirtazapine	mirtazapine 30mg tablets (alliance healthcare (distribution) ltd)	Atypical		1
16154	other antidepressants	mirtazapine	mirtazapine 15mg/ml oral solution sugar free	Atypical		1
43241	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (milpharm ltd)	Atypical		1
61856	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (consilient health ltd)	Atypical		1
60538	other antidepressants	mirtazapine	mirtazapine 30mg tablets (de pharmaceuticals)	Atypical		1
46668	other antidepressants	mirtazapine	mirtazapine 15mg tablets (arrow generics ltd)	Atypical		1
59694	other antidepressants	mirtazapine	mirtazapine 30mg orodispersible tablets (phoenix healthcare distribution ltd)	Atypical		1
43234	other antidepressants	mirtazapine	mirtazapine 45mg orodispersible tablets (teva uk ltd)	Atypical		1
43248	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (advanz pharma)	Atypical		1
68544	other antidepressants	mirtazapine	mirtazapine 2mg capsules	Atypical		1
43242	other antidepressants	mirtazapine	mirtazapine 15mg tablets (genus pharmaceuticals ltd)	Atypical		1
43235	other antidepressants	mirtazapine	mirtazapine 45mg orodispersible tablets (a a h pharmaceuticals ltd)	Atypical		1
60370	other antidepressants	mirtazapine	zispin soltab 15mg orodispersible tablets (mawdsley-brooks & company ltd)	Atypical		1
43257	other antidepressants	mirtazapine	mirtazapine 15mg tablets (teva uk ltd)	Atypical		1
61547	other antidepressants	mirtazapine	mirtazapine 15mg/ml oral solution sugar free (de pharmaceuticals)	Atypical		1
43253	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (a a h pharmaceuticals ltd)	Atypical		1
43236	other antidepressants	mirtazapine	mirtazapine 45mg orodispersible tablets (accord healthcare ltd)	Atypical		1
4726	other antidepressants	mirtazapine	zispin 30mg tablets (organon laboratories ltd)	Atypical		1
67272	other antidepressants	mirtazapine	zispin 30mg tablets (waymade healthcare plc)	Atypical		1
69420	other antidepressants	mirtazapine	mirtazapine 30mg orodispersible tablets (milpharm ltd)	Atypical		1
43239	other antidepressants	mirtazapine	mirtazapine 15mg tablets (a a h pharmaceuticals ltd)	Atypical		1
47945	other antidepressants	mirtazapine	mirtazapine 30mg tablets (a a h pharmaceuticals ltd)	Atypical		1
58291	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (pfizer ltd)	Atypical		1
33337	other antidepressants	mirtazapine	mirtazapine 45mg tablets (a a h pharmaceuticals ltd)	Atypical		1
56209	other antidepressants	mirtazapine	mirtazapine 30mg tablets (phoenix healthcare distribution ltd)	Atypical		1
48698	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets sugar free	Atypical		1
6846	other antidepressants	mirtazapine	zispin soltab 15mg orodispersible tablets (organon pharma (uk) ltd)	Atypical		1
40160	other antidepressants	mirtazapine	mirtazapine 30mg tablets (accord healthcare ltd)	Atypical		1
66580	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (bluefish pharmaceuticals ab)	Atypical		1
54342	other antidepressants	mirtazapine	mirtazapine 15mg tablets (medreich plc)	Atypical		1
43237	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (teva uk ltd)	Atypical		1
6795	other antidepressants	mirtazapine	mirtazapine 15mg tablets	Atypical		1
65555	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (sigma pharmaceuticals plc)	Atypical		1
55482	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets (viatris uk healthcare ltd)	Atypical		1
54012	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets sugar free (sandoz ltd)	Atypical		1
68933	other antidepressants	mirtazapine	mirtazapine 30mg tablets (pliva pharma ltd)	Atypical		1
64139	other antidepressants	mirtazapine	mirtazapine 45mg orodispersible tablets (viatris uk healthcare ltd)	Atypical		1
49820	other antidepressants	mirtazapine	mirtazapine 45mg orodispersible tablets sugar free	Atypical		1
15268	other antidepressants	mirtazapine	zispin soltab 45mg orodispersible tablets (organon pharma (uk) ltd)	Atypical		1
43247	other antidepressants	mirtazapine	mirtazapine 45mg orodispersible tablets (genus pharmaceuticals ltd)	Atypical		1
66752	other antidepressants	mirtazapine	mirtazapine 15mg tablets (milpharm ltd)	Atypical		1
43250	other antidepressants	mirtazapine	mirtazapine 30mg orodispersible tablets (a a h pharmaceuticals ltd)	Atypical		1
53648	other antidepressants	mirtazapine	mirtazapine 30mg orodispersible tablets (accord healthcare ltd)	Atypical		1
6421	other antidepressants	mirtazapine	mirtazapine 15mg orodispersible tablets	Atypical		1
55138	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 250mg/5ml oral solution	Atypical		1
34003	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg capsules (a a h pharmaceuticals ltd)	Atypical		1
4194	tricyclic and related antidepressants	trazodone hydrochloride	molipaxin 100mg capsules (zentiva pharma uk ltd)	Atypical		1
72291	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 100mg/5ml oral solution sugar free	Atypical		1
4020	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 150mg tablets	Atypical		1
34421	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg capsules (zentiva pharma uk ltd)	Atypical		1
55137	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 150mg/5ml oral suspension	Atypical		1
41710	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 100mg capsules (zentiva pharma uk ltd)	Atypical		1
34470	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 150mg tablets (zentiva pharma uk ltd)	Atypical		1
30983	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 150mg tablets (viatris uk healthcare ltd)	Atypical		1
13621	unknown	trazodone hydrochloride	molipaxin cr 150mg tablets (aventis pharma)	Atypical		1
41609	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg capsules (teva uk ltd)	Atypical		1
66749	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 10mg/5ml oral solution	Atypical		1
19181	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 100mg capsules (viatris uk healthcare ltd)	Atypical		1
61657	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 75mg/5ml oral solution	Atypical		1
65152	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 100mg/5ml oral solution	Atypical		1
61842	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg/5ml oral solution	Atypical		1
71031	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg capsules (accord healthcare ltd)	Atypical		1
59931	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg/5ml oral solution sugar free (a a h pharmaceuticals ltd)	Atypical		1
34580	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 100mg capsules (a a h pharmaceuticals ltd)	Atypical		1
4874	tricyclic and related antidepressants	trazodone hydrochloride	molipaxin 50mg capsules (zentiva pharma uk ltd)	Atypical		1
4003	tricyclic and related antidepressants	trazodone hydrochloride	molipaxin 150mg tablets (zentiva pharma uk ltd)	Atypical		1
29857	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 150mg tablets (teva uk ltd)	Atypical		1
12710	unknown	trazodone hydrochloride	trazodone 150mg modified-release tablets	Atypical		1
6442	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg/5ml oral solution sugar free	Atypical		1
29339	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg capsules (viatris uk healthcare ltd)	Atypical		1
57226	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 25mg/5ml oral suspension	Atypical		1
69355	tricyclic and related antidepressants	trazodone hydrochloride	trazodone oral solution	Atypical		1
1730	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 100mg capsules	Atypical		1
70521	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg/5ml oral solution sugar free (advanz pharma)	Atypical		1
41709	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 100mg capsules (teva uk ltd)	Atypical		1
3355	tricyclic and related antidepressants	trazodone hydrochloride	trazodone 50mg capsules	Atypical		1
8174	tricyclic and related antidepressants	trazodone hydrochloride	molipaxin 50mg/5ml oral liquid (sanofi)	Atypical		1
